478,"Agronomia (Solos e Nutrição de Plantas)"
479,"Administração"
480,"Zootecnia"
481,"Ciência dos Alimentos"
482,"Agronomia (Genética e Melhoramento de Plantas)"
483,"Agronomia (Entomologia)"
484,"Agronomia (Fisiologia Vegetal)"
485,"Engenharia Agrícola"
486,"Engenharia Florestal"
487,"Agronomia (Estatística e Experimentação Agropecuária)"
488,"Agronomia (Agroquímica e Agrobioquímica)"
489,"Agronomia (Fitopatologia)"
490,"Filosofia"
491,"Letras"
492,"Ciências Biológicas (Zoologia)"
493,"Ciência da Religião"
494,"Educação"
495,"Engenharia Elétrica"
496,"Engenharia Mecânica"
497,"Educação"
498,"Imunologia e Parasitologia Aplicadas"
499,"Engenharia Química"
500,"Genética e Bioquímica"
501,"Lingüística"
502,"Desenvolvimento Econômico"
503,"Geografia"
504,"Evolução Crustal e Recursos Naturais"
505,"Engenharia Civil"
506,"Engenharia Mineral"
507,"Letras"
508,"Tratamento da Informação Espacial"
509,"Odontologia"
510,"Patologia"
511,"Tecnologia"
512,"Educação"
513,"Educação Especial (Educ. do Indivíduo Especial)"
514,"Ecologia e Recursos Naturais"
515,"Ciência e Engenharia dos Materiais"
516,"Química"
517,"Engenharia Química"
518,"Matemática"
519,"Ciências da Computação"
520,"Ciências Sociais"
521,"Filosofia"
522,"Física"
523,"Genética e Evolução"
524,"Engenharia de Produção"
525,"Ciências Fisiológicas"
526,"Engenharia Urbana"
527,"Fisioterapia"
528,"Educação"
529,"Física [Sp-Capital]"
530,"Ensino Ciências (Modalidade Física e Química)"
531,"Astronomia"
532,"Matemática [Sp-Capital]"
533,"Matemática Aplicada [Sp-Capital]"
534,"Estatística"
535,"Química (Química Inorgânica)"
536,"Química Orgânica"
537,"Química (Química Analítica) [Sp-Capital]"
538,"Química (Físico-Química)"
539,"Geociências (Mineralogia e Petrologia)"
540,"Oceanografia (Oceanografia Física)"
541,"Geofísica"
542,"Ciências Biológicas (Bioquímica)"
543,"Ciências Biológicas (Botânica)"
544,"Farmacologia"
545,"Ciências Biológicas (Biologia Genética)"
546,"Ciências Biológicas (Microbiologia)"
547,"Ciências (Anatomia Funcional: Estrutura e Ultra-Estrutura)"
548,"Ciências (Biologia Celular e Tecidual)"
549,"Oceanografia (Oceanografia Biológica)"
550,"Ciências (Biologia da Relação Patógeno-Hospedeiro)"
551,"Ciências Biológicas (Zoologia)"
552,"Sociologia"
553,"Ciência Social (Antropologia Social)"
554,"Ciência Política"
555,"Filosofia"
556,"História Social"
557,"História Econômica"
558,"Geografia (Geografia Física)"
559,"Geografia (Geografia Humana)"
560,"Economia"
561,"Psicologia (Psicologia Experimental)"
562,"Psicologia Escolar e do Desenvolvimento Humano"
563,"Psicologia Clínica"
564,"Psicologia Social"
565,"Engenharia Elétrica [Sp-Capital]"
566,"Engenharia Mecânica [Sp-Capital]"
567,"Medicina Veterinária (Reprodução Animal)"
568,"Engenharia Metalúrgica [Sp-Capital]"
569,"Engenharia Naval"
570,"Tecnologia Nuclear"
571,"Engenharia (Engenharia de Produção)"
572,"Engenharia Química"
573,"Engenharia de Transportes [Sp-Capital]"
574,"Patologia"
575,"Patologia Experimental e Comparada"
576,"Medicina (Clínica Cirúrgica) [Sp-Capital]"
577,"Medicina (Dermatologia)"
578,"Alergia e Imunopatologia"
579,"Endocrinologia"
580,"Gastroenterologia Clínica"
581,"Medicina (Obstetrícia e Ginecologia)"
582,"Medicina (Hematologia)"
583,"Medicina (Medicina Preventiva) [Sp-Capital]"
584,"Saúde Pública"
585,"Doenças Infecciosas e Parasitárias"
586,"Neurologia"
587,"Otorrinolaringologia"
588,"Medicina (Pediatria) [Sp-Capital]"
589,"Psiquiatria"
590,"Medicina (Reumatologia)"
591,"Odontologia (Ortodontia) [Sp-Capital]"
