193,"Alter do Chão","PA"
194,"Boim","PA"
195,"Curuai","PA"
196,"Mujuí dos Campos","PA"
197,"Almeirim","PA"
198,"Arumanduba","PA"
199,"Monte Dourado","PA"
200,"Porto de Moz","PA"
201,"Veiros","PA"
202,"Vilarinho do Monte","PA"
203,"Bagre","PA"
204,"Pedreira","PA"
205,"Gurupá","PA"
206,"Carrazedo","PA"
207,"Itatupã","PA"
208,"Melgaço","PA"
209,"Areias","PA"
210,"Portel","PA"
211,"Afuá","PA"
212,"Anajás","PA"
213,"Breves","PA"
214,"Antônio Lemos","PA"
215,"Curumu","PA"
216,"São Miguel dos Macacos","PA"
217,"Curralinho","PA"
218,"Piriá","PA"
219,"São Sebastião da Boa Vista","PA"
220,"Cachoeira do Arari","PA"
221,"Chaves","PA"
222,"São Sebastião de Viçosa","PA"
223,"Muaná","PA"
224,"São Francisco da Jararaca","PA"
225,"Ponta de Pedras","PA"
226,"Salvaterra","PA"
227,"Condeixa","PA"
228,"Joanes","PA"
229,"Jubim","PA"
230,"Monsarás","PA"
231,"Santa Cruz do Arari","PA"
232,"Soure","PA"
233,"Ananindeua","PA"
234,"Barcarena","PA"
235,"Murucupi","PA"
236,"Belém","PA"
237,"Bengui","PA"
238,"Entroncamento","PA"
239,"Guamá","PA"
240,"Icoraci","PA"
241,"Mosqueiro","PA"
242,"Outeiro","PA"
243,"Sacramenta","PA"
244,"Benevides","PA"
245,"Benfica","PA"
246,"Marituba","PA"
247,"Santa Bárbara do Pará","PA"
248,"Bujaru","PA"
249,"Guajará-Açu","PA"
250,"Castanhal","PA"
251,"Apeú","PA"
252,"Inhangapi","PA"
253,"Santa Isabel do Pará","PA"
254,"Americano","PA"
255,"Caraparu","PA"
256,"Santo Antônio do Tauá","PA"
257,"Espírito Santo do Tauá","PA"
258,"São Raimundo de Borralhos","PA"
259,"Colares","PA"
260,"Curuçá","PA"
261,"Lauro Sodré","PA"
262,"Murajá","PA"
263,"Ponta de Ramos","PA"
264,"Magalhães Barata","PA"
265,"Cafezal","PA"
266,"Maracanã","PA"
267,"Boa Esperança","PA"
268,"São Roberto","PA"
269,"Marapanim","PA"
270,"Marudá","PA"
271,"Matapiquara","PA"
272,"Monte Alegre do Maú","PA"
273,"Salinópolis","PA"
274,"São Caetano de Odivelas","PA"
275,"Perseverança","PA"
276,"São João da Ponta","PA"
277,"São João de Pirabas","PA"
278,"Japerica","PA"
279,"Terra Alta","PA"
280,"Vigia","PA"
281,"Porto Salvo","PA"
282,"Augusto Corrêa","PA"
283,"Aturiaí","PA"
284,"Emboraí","PA"
285,"Itapixuna","PA"
286,"Bonito","PA"
287,"Bragança","PA"
288,"Almoço","PA"
289,"Caratateua","PA"
290,"Nova Mocajuba","PA"
291,"Tijoca","PA"
292,"Capanema","PA"
293,"Mirasselvas","PA"
294,"Tauari","PA"
295,"Igarapé-Açu","PA"
296,"Caripi","PA"
297,"Nova Timboteua","PA"
298,"Timboteua","PA"
299,"Peixe-Boi","PA"
300,"Tauarizinho","PA"
301,"Primavera","PA"
302,"Quatipuru","PA"
303,"Santa Maria do Pará","PA"
304,"Santarém Novo","PA"
305,"São Francisco do Pará","PA"
306,"Tracuateua","PA"
307,"Abaetetuba","PA"
308,"Beja","PA"
309,"Baião","PA"
310,"Joana Peres","PA"
